hex_id,lat,lng,district,ndvi,ndvi_trend_3y,lst_c,pop_density,built_density,road_density,dist_road_m,impervious,elevation_m,landuse,structural_component,behavioural_component,eco_risk_true,high_risk_true,rep_count,rep_sev_mean,rep_sev_max,rep_trust_sum,rep_verified_share,rep_uniq_users,rep_behav_share,rep_late_share
H00664,43.21094594594598,76.92621356832854,Бостандык,0.129,-0.035,33.6,12889.0,0.709,0.685,86.0,0.591,1423.0,Коммерческая,6.609,0.091,8.767,1,20.0,4.7,5.0,10.366,0.6,20.0,0.75,0.75
H00665,43.21094594594598,76.93371170003769,Бостандык,0.237,-0.008,34.4,12716.0,0.681,0.664,195.0,0.537,1434.0,Транспорт,4.426,0.982,7.701,1,65.0,4.123076923076923,5.0,35.708,0.7230769230769231,57.0,0.9230769230769231,0.6923076923076923
H00666,43.21094594594598,76.94120983174685,Бостандык,0.231,-0.053,31.1,12539.0,0.643,0.637,132.0,0.518,1509.0,Коммерческая,5.385,0.994,7.94,1,73.0,4.219178082191781,5.0,38.437,0.6301369863013698,63.0,0.7671232876712328,0.5068493150684932
H00667,43.21094594594598,76.948707963456,Бостандык,0.296,-0.016,31.6,11738.0,0.598,0.605,196.0,0.453,1488.0,Жилая,3.35,0.729,6.858,1,55.0,4.218181818181818,5.0,28.423,0.5636363636363636,53.0,0.8909090909090909,0.6363636363636364
H00668,43.21094594594598,76.95620609516516,Медеу,0.32,-0.002,30.6,9941.0,0.547,0.57,123.0,0.319,1499.0,Жилая,2.439,-0.584,5.611,0,7.0,4.0,5.0,4.2,0.7142857142857143,7.0,1.0,0.42857142857142855
H00669,43.21094594594598,76.96370422687431,Медеу,0.292,-0.041,30.1,9454.0,0.493,0.532,153.0,0.484,1476.0,Жилая,3.766,-0.196,6.358,0,22.0,3.5454545454545454,5.0,9.999,0.5454545454545454,21.0,0.7272727272727273,0.6818181818181818
H00670,43.21094594594598,76.97120235858347,Медеу,0.287,-0.038,26.3,7685.0,0.438,0.494,162.0,0.38,1518.0,Коммерческая,2.751,0.541,6.256,0,33.0,3.9393939393939394,5.0,16.376,0.42424242424242425,30.0,0.7878787878787878,0.6363636363636364
H00671,43.21094594594598,76.97870049029262,Медеу,0.357,-0.019,27.9,8026.0,0.384,0.456,167.0,0.29,1485.0,Парк/сквер,1.463,-0.626,5.115,0,5.0,3.2,5.0,2.4610000000000003,0.4,5.0,0.8,0.8
H00672,43.21094594594598,76.98619862200178,Медеу,0.355,-0.043,28.6,9662.0,0.332,0.419,276.0,0.139,1508.0,Пустырь,1.224,1.514,6.835,1,65.0,4.046153846153846,5.0,39.096000000000004,0.7230769230769231,55.0,0.9076923076923077,0.6153846153846154
H00673,43.21094594594598,76.99369675371094,Медеу,0.435,0.006,25.8,7419.0,0.283,0.385,199.0,0.225,1513.0,Жилая,-0.77,-0.934,4.241,0,2.0,3.0,3.0,1.024,0.5,2.0,1.0,0.5
H00674,43.21094594594598,77.00119488542009,Медеу,0.386,0.007,25.5,5985.0,0.239,0.354,326.0,0.171,1563.0,Парк/сквер,-1.26,-0.582,3.545,0,3.0,3.0,4.0,0.8150000000000001,0.3333333333333333,3.0,1.0,1.0
H00675,43.21094594594598,77.00869301712925,Медеу,0.435,-0.005,23.3,7613.0,0.2,0.326,209.0,0.078,1558.0,Коммерческая,-1.461,-0.074,4.302,0,3.0,2.3333333333333335,4.0,1.5899999999999999,0.6666666666666666,3.0,0.6666666666666666,1.0
H00676,43.21094594594598,77.0161911488384,Медеу,0.424,-0.008,24.4,8116.0,0.167,0.302,257.0,0.226,1576.0,Жилая,-1.12,0.389,4.396,0,19.0,3.473684210526316,5.0,9.441,0.5789473684210527,18.0,0.9473684210526315,0.631578947368421
H00677,43.21094594594598,77.02368928054756,Медеу,0.472,-0.013,23.7,6673.0,0.138,0.28,270.0,0.093,1552.0,Парк/сквер,-1.913,0.401,4.065,0,21.0,2.6666666666666665,5.0,11.781,0.7142857142857143,21.0,0.8571428571428571,0.7142857142857143
H00678,43.21094594594598,77.03118741225671,Медеу,0.492,-0.009,22.1,5042.0,0.115,0.263,297.0,0.086,1592.0,Транспорт,-2.595,-0.745,3.049,0,1.0,4.0,4.0,0.556,1.0,1.0,1.0,1.0
H00679,43.21094594594598,77.03868554396587,Медеу,0.442,0.006,23.4,6036.0,0.096,0.248,338.0,0.02,1567.0,Жилая,-2.864,0.144,4.012,0,14.0,2.7857142857142856,5.0,7.806,0.6428571428571429,14.0,0.9285714285714286,0.5714285714285714
H00680,43.21094594594598,77.04618367567502,Медеу,0.498,0.004,23.3,6328.0,0.081,0.237,305.0,0.067,1579.0,Пустырь,-3.054,-0.911,1.987,0,2.0,2.5,3.0,1.2349999999999999,0.5,2.0,0.5,0.5
H00681,43.21094594594598,77.05368180738418,Медеу,0.493,0.022,20.3,3201.0,0.07,0.228,257.0,0.075,1591.0,Жилая,-3.735,-2.651,1.665,0,2.0,3.0,3.0,0.786,0.5,2.0,1.0,1.0
H00682,43.21094594594598,77.06117993909334,Медеу,0.464,-0.013,22.9,4850.0,0.061,0.221,275.0,0.043,1600.0,Парк/сквер,-2.382,-1.382,3.095,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00683,43.21094594594598,77.06867807080249,Медеу,0.488,-0.009,20.6,1809.0,0.054,0.217,343.0,0.02,1631.0,Транспорт,-3.325,-2.6,2.116,0,3.0,2.0,3.0,1.308,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333
H00684,43.21094594594598,77.07617620251165,Медеу,0.508,0.008,21.8,3230.0,0.05,0.214,270.0,0.02,1611.0,Парк/сквер,-3.52,-0.233,2.955,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00685,43.21094594594598,77.0836743342208,Медеу,0.449,0.002,21.7,3795.0,0.047,0.213,371.0,0.037,1623.0,Парк/сквер,-3.288,0.784,3.697,0,20.0,2.95,4.0,9.159,0.55,20.0,0.8,0.6
H00686,43.21094594594598,77.09117246592996,Медеу,0.598,0.007,21.3,1671.0,0.045,0.213,260.0,0.02,1644.0,Парк/сквер,-4.245,0.452,3.715,0,16.0,2.9375,5.0,8.417,0.625,15.0,0.9375,0.75
H00687,43.21094594594598,77.09867059763911,Медеу,0.521,0.015,21.2,1938.0,0.043,0.213,380.0,0.02,1675.0,Парк/сквер,-4.354,-1.841,1.358,0,3.0,2.3333333333333335,4.0,1.974,0.3333333333333333,3.0,1.0,0.6666666666666666
H00688,43.21567567567571,76.78,Алмалы,0.339,-0.008,23.3,4218.0,0.086,0.278,295.0,0.155,1270.0,Транспорт,-1.203,-0.872,4.27,0,3.0,2.3333333333333335,3.0,1.646,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666
H00689,43.21567567567571,76.78749813170916,Алмалы,0.307,-0.009,25.6,3624.0,0.103,0.29,308.0,0.145,1288.0,Транспорт,-0.673,-0.997,4.571,0,7.0,2.857142857142857,4.0,3.3850000000000002,0.42857142857142855,7.0,1.0,0.8571428571428571
H00690,43.21567567567571,76.79499626341831,Алмалы,0.339,0.002,24.7,5881.0,0.124,0.305,250.0,0.07,1302.0,Парк/сквер,-1.191,-0.304,3.984,0,2.0,1.0,1.0,0.8350000000000001,0.5,2.0,1.0,1.0
H00691,43.21567567567571,76.80249439512747,Алмалы,0.356,-0.006,25.5,5290.0,0.151,0.323,263.0,0.151,1304.0,Промышленная,-0.766,1.149,6.085,0,28.0,3.857142857142857,5.0,14.962,0.5,26.0,0.8571428571428571,0.6785714285714286
H00692,43.21567567567571,76.80999252683662,Алмалы,0.35,-0.03,24.5,7859.0,0.183,0.346,281.0,0.199,1308.0,Парк/сквер,-0.03,-0.94,4.429,0,3.0,2.3333333333333335,4.0,2.263,0.3333333333333333,3.0,0.6666666666666666,1.0
H00693,43.21567567567571,76.81749065854578,Алмалы,0.318,-0.034,23.8,6023.0,0.222,0.372,214.0,0.139,1304.0,Транспорт,0.519,-1.488,4.572,0,5.0,2.6,5.0,3.094,0.4,5.0,0.6,0.8
H00694,43.21567567567571,76.82498879025493,Алмалы,0.312,-0.012,26.3,6709.0,0.266,0.403,224.0,0.195,1311.0,Парк/сквер,0.52,0.175,4.522,0,12.0,3.0,5.0,5.808,0.8333333333333334,12.0,1.0,0.75
H00695,43.21567567567571,76.83248692196409,Алмалы,0.317,-0.006,27.8,9431.0,0.316,0.437,261.0,0.243,1348.0,Парк/сквер,0.647,1.049,6.769,1,40.0,4.025,5.0,20.654,0.6,34.0,0.825,0.525
H00696,43.21567567567571,76.83998505367325,Алмалы,0.361,0.003,25.9,9575.0,0.37,0.474,238.0,0.326,1385.0,Транспорт,0.278,-0.656,5.242,0,2.0,4.0,5.0,1.312,1.0,2.0,1.0,0.0
H00697,43.21567567567571,76.8474831853824,Алмалы,0.304,-0.045,27.7,10392.0,0.428,0.513,164.0,0.345,1378.0,Жилая,2.845,-1.259,6.122,0,10.0,3.9,5.0,5.339,0.2,10.0,0.8,0.4
H00698,43.21567567567571,76.85498131709156,Алмалы,0.309,-0.024,29.0,12681.0,0.487,0.553,225.0,0.428,1338.0,Транспорт,2.572,0.591,6.993,1,40.0,4.15,5.0,16.235,0.65,36.0,0.875,0.6
H00699,43.21567567567571,76.86247944880071,Алмалы,0.28,0.006,30.3,12525.0,0.546,0.592,132.0,0.423,1343.0,Жилая,2.705,-0.555,6.155,0,7.0,4.285714285714286,5.0,3.925,0.42857142857142855,7.0,0.7142857142857143,0.7142857142857143
H00700,43.21567567567571,76.86997758050987,Алмалы,0.211,-0.037,29.8,11752.0,0.602,0.63,175.0,0.488,1358.0,Транспорт,4.55,0.135,7.605,1,21.0,4.238095238095238,5.0,11.433,0.5714285714285714,20.0,0.8095238095238095,0.7142857142857143
H00701,43.21567567567571,76.87747571221902,Бостандык,0.239,-0.03,31.3,13877.0,0.654,0.664,157.0,0.5,1386.0,Жилая,4.621,0.468,7.13,1,42.0,4.190476190476191,5.0,20.14,0.5714285714285714,39.0,0.8095238095238095,0.5714285714285714
H00702,43.21567567567571,76.88497384392818,Бостандык,0.219,-0.025,33.0,15411.0,0.699,0.693,124.0,0.49,1367.0,Жилая,5.127,0.958,8.222,1,66.0,4.4393939393939394,5.0,34.123,0.5606060606060606,61.0,0.8484848484848485,0.7121212121212122
H00703,43.21567567567571,76.89247197563733,Бостандык,0.205,-0.042,35.5,16905.0,0.736,0.716,114.0,0.583,1394.0,Коммерческая,6.405,-0.907,8.092,1,20.0,4.4,5.0,10.321,0.8,20.0,0.8,0.7
H00704,43.21567567567571,76.89997010734649,Бостандык,0.214,-0.039,34.5,13288.0,0.761,0.732,101.0,0.567,1377.0,Пустырь,6.251,-0.439,7.553,1,16.0,4.4375,5.0,7.337,0.5,14.0,0.875,0.5625
H00705,43.21567567567571,76.90746823905565,Бостандык,0.206,-0.056,34.0,13787.0,0.775,0.739,102.0,0.58,1437.0,Транспорт,6.783,-0.514,8.264,1,22.0,4.5,5.0,11.299,0.7272727272727273,21.0,0.8636363636363636,0.6818181818181818
H00706,43.21567567567571,76.9149663707648,Бостандык,0.095,-0.029,33.3,15071.0,0.775,0.738,102.0,0.547,1408.0,Жилая,6.743,1.162,10.0,1,90.0,4.655555555555556,5.0,49.897,0.6222222222222222,83.0,0.8444444444444444,0.6
H00707,43.21567567567571,76.92246450247396,Бостандык,0.166,-0.045,33.8,12332.0,0.764,0.728,184.0,0.606,1458.0,Жилая,6.454,-2.946,7.43,1,15.0,4.066666666666666,5.0,7.227,0.5333333333333333,15.0,0.8,0.6
H00708,43.21567567567571,76.92996263418311,Бостандык,0.229,-0.015,33.2,13807.0,0.74,0.71,110.0,0.603,1443.0,Коммерческая,5.265,0.426,8.843,1,34.0,4.647058823529412,5.0,16.56,0.6470588235294118,34.0,0.7058823529411765,0.5882352941176471
H00709,43.21567567567571,76.93746076589227,Бостандык,0.156,-0.03,33.1,12528.0,0.706,0.685,149.0,0.488,1453.0,Пустырь,5.689,0.405,7.459,1,46.0,4.195652173913044,5.0,23.999,0.5652173913043478,43.0,0.782608695652174,0.7391304347826086
H00710,43.21567567567571,76.94495889760142,Бостандык,0.219,-0.051,31.3,10643.0,0.662,0.654,239.0,0.507,1446.0,Жилая,5.069,-0.841,7.691,1,14.0,4.714285714285714,5.0,7.21,0.7142857142857143,13.0,0.8571428571428571,0.5
H00711,43.21567567567571,76.95245702931058,Бостандык,0.182,-0.034,32.0,10890.0,0.611,0.618,181.0,0.501,1493.0,Жилая,5.017,0.953,8.439,1,46.0,4.282608695652174,5.0,23.162,0.5869565217391305,44.0,0.8695652173913043,0.5
H00712,43.21567567567571,76.95995516101974,Медеу,0.327,-0.033,31.1,9139.0,0.556,0.579,229.0,0.404,1467.0,Транспорт,3.093,0.422,6.112,0,33.0,3.6363636363636362,5.0,18.147,0.6363636363636364,33.0,0.8181818181818182,0.6060606060606061
H00713,43.21567567567571,76.96745329272889,Медеу,0.264,-0.03,29.1,8555.0,0.497,0.538,196.0,0.447,1461.0,Жилая,3.303,-1.11,6.376,0,10.0,3.7,5.0,5.273,0.4,10.0,0.8,0.7
H00714,43.21567567567571,76.97495142443805,Медеу,0.319,-0.059,30.5,9839.0,0.439,0.497,204.0,0.277,1451.0,Пустырь,3.2,0.386,7.531,1,26.0,4.153846153846154,5.0,14.732,0.4230769230769231,25.0,0.7307692307692307,0.5
H00715,43.21567567567571,76.9824495561472,Медеу,0.361,-0.029,27.2,8304.0,0.382,0.457,192.0,0.255,1489.0,Парк/сквер,1.427,0.964,5.696,0,46.0,3.782608695652174,5.0,24.1,0.6739130434782609,39.0,0.8695652173913043,0.5869565217391305
H00716,43.21567567567571,76.98994768785636,Медеу,0.371,-0.02,27.0,7949.0,0.328,0.42,245.0,0.288,1535.0,Транспорт,0.723,-0.329,5.503,0,3.0,4.0,5.0,1.276,1.0,3.0,1.0,0.6666666666666666
H00717,43.21567567567571,76.99744581956551,Медеу,0.443,0.009,25.5,8422.0,0.278,0.384,256.0,0.154,1484.0,Парк/сквер,-1.364,-1.516,3.096,0,3.0,3.6666666666666665,4.0,1.9740000000000002,0.6666666666666666,3.0,1.0,0.6666666666666666
H00718,43.21567567567571,77.00494395127467,Медеу,0.467,-0.011,22.8,7528.0,0.234,0.352,282.0,0.185,1543.0,Парк/сквер,-1.524,-0.457,4.178,0,3.0,3.6666666666666665,5.0,2.0780000000000003,0.3333333333333333,3.0,1.0,1.0
H00719,43.21567567567571,77.01244208298382,Медеу,0.452,0.02,24.8,6657.0,0.195,0.324,274.0,0.139,1536.0,Транспорт,-2.242,-0.389,4.103,0,1.0,1.0,1.0,0.724,1.0,1.0,1.0,1.0
H00720,43.21567567567571,77.01994021469298,Медеу,0.369,-0.006,24.4,7693.0,0.161,0.3,247.0,0.066,1526.0,Парк/сквер,-1.099,-0.403,3.585,0,2.0,3.5,4.0,0.792,0.0,2.0,1.0,1.0
H00721,43.21567567567571,77.02743834640214,Медеу,0.461,-0.021,23.2,7804.0,0.134,0.279,333.0,0.046,1550.0,Транспорт,-2.075,-0.387,3.867,0,1.0,2.0,2.0,0.532,1.0,1.0,0.0,1.0
H00722,43.21567567567571,77.03493647811129,Медеу,0.397,0.002,21.6,5833.0,0.111,0.262,234.0,0.069,1565.0,Парк/сквер,-2.024,-0.034,4.512,0,3.0,3.6666666666666665,4.0,1.861,0.6666666666666666,3.0,1.0,0.6666666666666666
H00723,43.21567567567571,77.04243460982045,Медеу,0.466,-0.013,22.3,4829.0,0.092,0.248,255.0,0.043,1612.0,Транспорт,-2.288,-1.007,2.875,0,3.0,2.6666666666666665,3.0,0.992,1.0,3.0,1.0,0.6666666666666666
H00724,43.21567567567571,77.0499327415296,Медеу,0.584,-0.015,21.7,3577.0,0.078,0.237,280.0,0.055,1575.0,Транспорт,-3.333,-2.412,1.978,0,3.0,1.6666666666666667,2.0,1.931,1.0,3.0,0.6666666666666666,0.6666666666666666
H00725,43.21567567567571,77.05743087323876,Медеу,0.541,-0.001,25.0,4199.0,0.067,0.228,264.0,0.043,1584.0,Промышленная,-2.978,1.64,4.788,0,56.0,3.107142857142857,5.0,27.903,0.6607142857142857,49.0,0.8928571428571429,0.625
H00726,43.21567567567571,77.06492900494791,Медеу,0.602,-0.032,19.8,3722.0,0.059,0.223,312.0,0.046,1595.0,Коммерческая,-3.48,-0.296,3.74,0,1.0,2.0,2.0,0.556,0.0,1.0,0.0,1.0
H00727,43.21567567567571,77.07242713665707,Медеу,0.564,-0.019,19.8,4748.0,0.053,0.219,335.0,0.082,1602.0,Парк/сквер,-3.562,-0.846,3.117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00728,43.21567567567571,77.07992526836622,Медеу,0.547,0.005,20.3,2963.0,0.049,0.217,322.0,0.02,1635.0,Парк/сквер,-4.156,-1.998,0.959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00729,43.21567567567571,77.08742340007538,Медеу,0.525,-0.021,22.1,3233.0,0.046,0.216,320.0,0.02,1598.0,Парк/сквер,-3.014,-0.845,4.349,0,2.0,3.5,5.0,0.921,0.5,2.0,0.5,1.0
H00730,43.21567567567571,77.09492153178454,Медеу,0.504,-0.01,20.3,3184.0,0.044,0.216,249.0,0.02,1619.0,Парк/сквер,-3.111,-2.532,2.055,0,2.0,2.5,3.0,0.729,0.5,2.0,1.0,1.0
H00731,43.220405405405444,76.78374906585458,Алмалы,0.378,-0.026,24.7,6026.0,0.097,0.286,283.0,0.139,1275.0,Коммерческая,-0.781,-0.04,4.911,0,1.0,5.0,5.0,0.641,1.0,1.0,1.0,1.0
H00732,43.220405405405444,76.79124719756373,Алмалы,0.376,-0.025,24.4,5777.0,0.117,0.3,329.0,0.048,1303.0,Коммерческая,-1.162,-1.455,3.209,0,1.0,4.0,4.0,0.477,0.0,1.0,1.0,0.0
H00733,43.220405405405444,76.79874532927289,Алмалы,0.416,0.017,24.2,6500.0,0.142,0.317,253.0,0.167,1233.0,Парк/сквер,-2.013,-0.395,4.393,0,5.0,3.0,4.0,1.641,0.2,5.0,0.8,0.2
H00734,43.220405405405444,76.80624346098205,Алмалы,0.346,-0.002,24.3,7218.0,0.173,0.339,276.0,0.13,1285.0,Жилая,-0.972,-0.05,4.643,0,2.0,4.5,5.0,1.498,1.0,2.0,0.5,0.0
H00735,43.220405405405444,76.8137415926912,Алмалы,0.322,-0.005,24.1,7938.0,0.21,0.364,368.0,0.235,1323.0,Коммерческая,-0.74,-1.779,3.043,0,5.0,3.2,5.0,2.1670000000000003,0.8,5.0,1.0,0.6
H00736,43.220405405405444,76.82123972440036,Алмалы,0.343,-0.029,26.6,9066.0,0.253,0.394,260.0,0.237,1288.0,Транспорт,0.699,-0.277,4.629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H00737,43.220405405405444,76.82873785610951,Алмалы,0.339,-0.04,25.6,9257.0,0.302,0.428,266.0,0.25,1334.0,Парк/сквер,1.091,0.691,5.902,0,37.0,3.918918918918919,5.0,19.585,0.5675675675675675,32.0,0.8648648648648649,0.6756756756756757
H00738,43.220405405405444,76.83623598781867,Алмалы,0.3,-0.03,26.8,10647.0,0.356,0.465,198.0,0.355,1308.0,Транспорт,1.987,-0.71,4.388,0,3.0,3.6666666666666665,5.0,1.568,1.0,3.0,1.0,0.3333333333333333
H00739,43.220405405405444,76.84373411952782,Алмалы,0.237,-0.034,30.0,9427.0,0.414,0.505,137.0,0.312,1347.0,Транспорт,3.336,-0.514,6.111,0,11.0,4.2727272727272725,5.0,5.331,0.5454545454545454,11.0,0.6363636363636364,0.45454545454545453
H00740,43.220405405405444,76.85123225123698,Алмалы,0.2,-0.028,31.8,10803.0,0.476,0.547,184.0,0.304,1353.0,Транспорт,3.715,-2.266,5.417,0,4.0,3.25,4.0,2.555,0.5,4.0,1.0,0.75
H00741,43.220405405405444,76.85873038294613,Алмалы,0.235,-0.049,29.1,12623.0,0.538,0.589,163.0,0.336,1357.0,Транспорт,4.061,-0.938,5.65,0,8.0,4.125,5.0,4.033,0.625,8.0,0.625,0.75
H00742,43.220405405405444,76.86622851465529,Алмалы,0.258,-0.039,33.6,12640.0,0.599,0.63,150.0,0.504,1362.0,Жилая,4.848,0.791,7.286,1,65.0,4.123076923076923,5.0,36.465,0.6615384615384615,61.0,0.8923076923076924,0.5692307692307692
H00743,43.220405405405444,76.87372664636445,Алмалы,0.156,-0.036,32.8,12689.0,0.657,0.669,168.0,0.563,1394.0,Жилая,5.741,-0.053,8.075,1,9.0,4.0,5.0,3.725,0.5555555555555556,9.0,0.6666666666666666,0.6666666666666666
H00744,43.220405405405444,76.8812247780736,Бостандык,0.201,-0.019,32.2,14286.0,0.708,0.703,103.0,0.449,1388.0,Транспорт,5.019,0.583,7.902,1,49.0,4.244897959183674,5.0,30.201999999999998,0.5306122448979592,44.0,0.8775510204081632,0.7346938775510204
H00745,43.220405405405444,76.88872290978276,Бостандык,0.18,-0.036,33.7,15291.0,0.752,0.732,120.0,0.54,1434.0,Коммерческая,6.134,0.121,7.775,1,39.0,3.948717948717949,5.0,18.725,0.5641025641025641,38.0,0.717948717948718,0.717948717948718
H00746,43.220405405405444,76.89622104149191,Бостандык,0.21,-0.07,34.5,14928.0,0.785,0.753,37.0,0.693,1394.0,Пустырь,7.779,-0.226,9.57,1,23.0,4.608695652173913,5.0,10.914,0.43478260869565216,21.0,0.8695652173913043,0.4782608695652174
H00747,43.220405405405444,76.90371917320107,Бостандык,0.196,-0.024,34.2,15374.0,0.807,0.766,86.0,0.669,1417.0,Коммерческая,6.385,-0.049,8.604,1,15.0,4.4,5.0,9.075,0.8666666666666667,14.0,0.8,0.7333333333333333
H00748,43.220405405405444,76.91121730491022,Бостандык,0.15,-0.052,35.2,14061.0,0.816,0.77,96.0,0.635,1422.0,Жилая,7.569,-1.153,8.808,1,19.0,4.526315789473684,5.0,10.424,0.5789473684210527,18.0,0.7368421052631579,0.6842105263157895
H00749,43.220405405405444,76.91871543661938,Бостандык,0.154,-0.023,36.6,14961.0,0.811,0.765,75.0,0.654,1415.0,Коммерческая,7.031,0.203,8.115,1,33.0,3.9393939393939394,5.0,14.762,0.6363636363636364,30.0,0.8484848484848485,0.6363636363636364
H00750,43.220405405405444,76.92621356832854,Бостандык,0.218,-0.054,34.0,14106.0,0.793,0.751,154.0,0.633,1473.0,Коммерческая,6.618,0.362,8.842,1,46.0,4.413043478260869,5.0,23.602,0.6739130434782609,40.0,0.8913043478260869,0.6739130434782609
H00751,43.220405405405444,76.93371170003769,Бостандык,0.219,-0.074,32.3,12438.0,0.763,0.729,34.0,0.578,1438.0,Жилая,7.186,0.576,9.453,1,68.0,4.647058823529412,5.0,34.25,0.5294117647058824,61.0,0.8235294117647058,0.5735294117647058
H00752,43.220405405405444,76.94120983174685,Бостандык,0.197,-0.028,34.6,12723.0,0.722,0.7,173.0,0.587,1493.0,Коммерческая,5.692,0.949,9.122,1,83.0,4.481927710843373,5.0,43.997,0.5662650602409639,74.0,0.8313253012048193,0.6506024096385542
H00753,43.220405405405444,76.948707963456,Бостандык,0.178,-0.035,31.6,11243.0,0.673,0.665,116.0,0.548,1474.0,Транспорт,5.616,0.813,8.594,1,63.0,4.412698412698413,5.0,32.282000000000004,0.5079365079365079,54.0,0.9365079365079365,0.7301587301587301
H00754,43.220405405405444,76.95620609516516,Медеу,0.195,-0.056,31.5,10694.0,0.617,0.625,183.0,0.472,1477.0,Промышленная,5.414,1.676,9.188,1,121.0,4.520661157024794,5.0,63.594,0.6694214876033058,107.0,0.859504132231405,0.5950413223140496
H00755,43.220405405405444,76.96370422687431,Медеу,0.331,-0.045,31.6,11333.0,0.557,0.583,112.0,0.401,1472.0,Транспорт,3.968,-0.066,7.072,1,13.0,4.230769230769231,5.0,6.816,0.6923076923076923,12.0,0.9230769230769231,0.46153846153846156
H00756,43.220405405405444,76.97120235858347,Медеу,0.34,-0.051,28.6,9936.0,0.495,0.54,184.0,0.369,1488.0,Жилая,3.088,-0.96,5.553,0,11.0,3.4545454545454546,5.0,5.696,0.45454545454545453,11.0,0.9090909090909091,0.5454545454545454
H00757,43.220405405405444,76.97870049029262,Медеу,0.315,-0.02,28.6,10488.0,0.434,0.497,163.0,0.316,1461.0,Промышленная,2.155,1.411,6.671,1,93.0,3.881720430107527,5.0,49.857,0.6344086021505376,80.0,0.8817204301075269,0.7526881720430108
H00758,43.220405405405444,76.98619862200178,Медеу,0.337,-0.059,28.0,8905.0,0.375,0.455,257.0,0.286,1484.0,Жилая,2.325,-0.269,6.025,0,5.0,3.8,5.0,2.312,0.6,5.0,1.0,0.8
H00759,43.220405405405444,76.99369675371094,Медеу,0.362,0.005,27.8,8901.0,0.32,0.416,163.0,0.238,1502.0,Парк/сквер,0.387,-0.343,4.545,0,1.0,3.0,3.0,0.4,0.0,1.0,1.0,0.0
H00760,43.220405405405444,77.00119488542009,Медеу,0.415,0.011,24.7,7978.0,0.27,0.381,233.0,0.208,1519.0,Пустырь,-1.125,0.962,4.473,0,44.0,3.25,5.0,21.629,0.5681818181818182,43.0,0.7727272727272727,0.7045454545454546
H00761,43.220405405405444,77.00869301712925,Медеу,0.432,-0.023,25.2,7661.0,0.226,0.349,312.0,0.228,1484.0,Жилая,-0.682,0.733,4.972,0,21.0,3.8095238095238093,5.0,9.788,0.8095238095238095,21.0,0.8571428571428571,0.6666666666666666
H00762,43.220405405405444,77.0161911488384,Медеу,0.416,-0.023,24.2,5899.0,0.187,0.321,300.0,0.17,1549.0,Парк/сквер,-0.914,-0.755,4.197,0,2.0,4.0,4.0,1.2280000000000002,0.5,2.0,1.0,0.5
H00763,43.220405405405444,77.02368928054756,Медеу,0.564,0.002,21.9,6084.0,0.155,0.297,233.0,0.083,1512.0,Промышленная,-3.097,0.223,2.753,0,5.0,2.2,5.0,2.866,0.4,5.0,0.8,0.8
